Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Unnamed: 34,Unnamed: 35,MP.1,Clube
Renato Augusto,br BRA,"MF,FW",37-292,,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fluminense,https://fbref.com/en/squads/84d9701c/Fluminense-Stats,2.0,Fluminense
Marcelo Pitaluga,br BRA,GK,22-342,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,Matches,Fluminense,https://fbref.com/en/squads/84d9701c/Fluminense-Stats,0.0,Fluminense
Vitor Eudes,br BRA,GK,27-037,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fluminense,https://fbref.com/en/squads/84d9701c/Fluminense-Stats,0.0,Fluminense
Leonardo Jance,br BRA,DF,20-249,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fluminense,https://fbref.com/en/squads/84d9701c/Fluminense-Stats,0.0,Fluminense
João Loiola,br BRA,DF,20-227,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fluminense,https://fbref.com/en/squads/84d9701c/Fluminense-Stats,0.0,Fluminense
Vagno,br BRA,MF,18-062,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fluminense,https://fbref.com/en/squads/84d9701c/Fluminense-Stats,0.0,Fluminense
Wallace,br BRA,DF,18-201,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fluminense,https://fbref.com/en/squads/84d9701c/Fluminense-Stats,0.0,Fluminense
Rafael Pires,br BRA,GK,36-157,,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,33.0,São Paulo
Alan Franco,ar ARG,DF,29-047,,26,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.1,1.1,0.4,1.5,6.0,64.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,27.0,São Paulo
José Sabino,br BRA,DF,29-033,,23,2119.0,23.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.3,1.9,29.0,104.0,7.0,0.04,0.0,0.04,0.04,0.04,0.07,0.01,0.08,0.07,0.08,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,28.0,São Paulo
Luciano,br BRA,"FW,MF",32-193,,22,1968.0,21.9,8.0,4.0,12.0,7.0,1.0,2.0,10.0,0.0,10.2,8.6,2.8,11.4,23.0,63.0,107.0,0.37,0.18,0.55,0.32,0.5,0.47,0.13,0.59,0.4,0.52,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,30.0,São Paulo
Robert Arboleda,ec ECU,DF,34-036,,21,1909.0,21.2,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,1.6,1.6,0.0,1.6,4.0,18.0,1.0,0.14,0.0,0.14,0.14,0.14,0.08,0.0,0.08,0.08,0.08,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,22.0,São Paulo
Cédric Soares,pt POR,"DF,FW",34-088,,21,1809.0,20.1,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,2.2,2.5,26.0,64.0,97.0,0.0,0.15,0.15,0.0,0.15,0.02,0.11,0.13,0.02,0.13,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,24.0,São Paulo
Damián Bobadilla,py PAR,MF,24-139,,20,1959.0,21.8,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,3.0,3.0,1.3,4.3,17.0,114.0,52.0,0.18,0.05,0.23,0.18,0.23,0.14,0.06,0.2,0.14,0.2,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,29.0,São Paulo
Enzo Díaz,ar ARG,DF,29-355,,20,1877.0,20.9,0.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.4,0.4,5.1,5.5,54.0,106.0,98.0,0.0,0.24,0.24,0.0,0.24,0.02,0.24,0.26,0.02,0.26,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,27.0,São Paulo
Alisson,br BRA,MF,32-155,,20,1851.0,20.6,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.6,1.6,28.0,120.0,34.0,0.0,0.05,0.05,0.0,0.05,0.05,0.03,0.08,0.05,0.08,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,28.0,São Paulo
Marcos Antônio,br BRA,MF,25-167,,20,1635.0,18.2,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,2.5,2.8,26.0,101.0,92.0,0.0,0.17,0.17,0.0,0.17,0.02,0.14,0.16,0.02,0.16,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,25.0,São Paulo
Nahuel Ferraresi,ve VEN,DF,27-008,,18,1707.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,2.6,3.1,33.0,104.0,29.0,0.0,0.16,0.16,0.0,0.16,0.03,0.14,0.16,0.03,0.16,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,23.0,São Paulo
Ferreira,br BRA,"FW,DF",27-331,,18,1454.0,16.2,5.0,3.0,8.0,5.0,0.0,1.0,3.0,0.0,4.5,3.7,2.8,6.5,59.0,67.0,151.0,0.31,0.19,0.5,0.31,0.5,0.28,0.17,0.45,0.23,0.4,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,26.0,São Paulo
Pablo Maia,br BRA,MF,23-321,,16,1372.0,15.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,0.5,10.0,50.0,12.0,0.07,0.0,0.07,0.07,0.07,0.02,0.01,0.03,0.02,0.03,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,22.0,São Paulo
André Silva,br BRA,FW,28-177,,15,1357.0,15.1,5.0,2.0,7.0,4.0,1.0,1.0,5.0,0.0,4.5,3.7,2.6,6.3,9.0,17.0,62.0,0.33,0.13,0.46,0.27,0.4,0.3,0.17,0.47,0.25,0.42,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,20.0,São Paulo
Wendell,br BRA,DF,32-130,,11,838.0,9.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,1.2,25.0,38.0,48.0,0.0,0.11,0.11,0.0,0.11,0.04,0.09,0.13,0.04,0.13,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,16.0,São Paulo
Gonzalo Tapia,cl CHI,FW,23-282,,9,892.0,9.9,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,3.7,3.7,0.2,3.9,27.0,15.0,72.0,0.5,0.0,0.5,0.5,0.5,0.37,0.02,0.39,0.37,0.39,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,17.0,São Paulo
Lucas Ferreira,br BRA,FW,19-213,,8,761.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.6,1.7,34.0,17.0,75.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,13.0,São Paulo
Rodrigo,br BRA,MF,21-256,,8,724.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.2,1.2,0.5,1.7,29.0,31.0,59.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.22,0.15,0.22,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,18.0,São Paulo
Luiz Gustavo,br BRA,"MF,DF",38-127,,6,526.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,4.0,31.0,10.0,0.17,0.0,0.17,0.17,0.17,0.08,0.09,0.17,0.08,0.17,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,9.0,São Paulo
Maik,br BRA,DF,20-328,,6,472.0,5.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.8,1.1,6.0,21.0,36.0,0.19,0.38,0.57,0.19,0.57,0.04,0.16,0.2,0.04,0.2,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,7.0,São Paulo
Oscar,br BRA,"FW,MF",34-079,,5,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.6,1.1,4.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.3,0.15,0.3,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,6.0,São Paulo
Lucas Moura,br BRA,"FW,MF",33-106,,4,451.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.5,0.7,0.7,1.4,9.0,17.0,28.0,0.4,0.0,0.4,0.2,0.2,0.3,0.14,0.44,0.15,0.28,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,11.0,São Paulo
Matheus Alves,br BRA,"MF,FW",20-267,,4,371.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.7,1.0,10.0,12.0,17.0,0.0,0.24,0.24,0.0,0.24,0.08,0.17,0.25,0.08,0.25,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,8.0,São Paulo
Ruan,br BRA,DF,26-173,,4,361.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,5.0,São Paulo
Rafael Tolói,it ITA,DF,35-048,,4,274.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,4.0,São Paulo
Mailton dos Santos,br BRA,DF,27-180,,3,388.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,10.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,8.0,São Paulo
Patryck,br BRA,DF,22-313,,3,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.3,4.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,5.0,São Paulo
Juan Ignacio Dinenno,ar ARG,FW,31-091,,3,262.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.1,1.1,1.0,1.0,14.0,0.34,0.0,0.34,0.34,0.34,0.33,0.04,0.37,0.33,0.37,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,7.0,São Paulo
Felipe Negrucci,br BRA,"DF,MF",21-207,,2,206.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,4.0,São Paulo
Ryan Francisco,br BRA,"FW,MF",19-006,,2,205.0,2.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.8,3.0,2.0,9.0,0.88,0.0,0.88,0.88,0.88,0.23,0.1,0.33,0.23,0.33,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,8.0,São Paulo
Young,br BRA,GK,23-265,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,2.0,São Paulo
Luan Silva,br BRA,MF,26-258,,2,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.9,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.35,0.15,0.49,0.35,0.49,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,6.0,São Paulo
Igor Vinícius de Souza,br BRA,DF,28-240,,2,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,1.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.15,0.12,0.15,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,3.0,São Paulo
Jonathan Calleri,ar ARG,FW,32-065,,2,121.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9,0.1,0.1,0.2,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.68,0.07,0.75,0.1,0.16,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,3.0,São Paulo
Lucca Marques,br BRA,"MF,FW",18-166,,1,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,9.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.08,0.07,0.08,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,5.0,São Paulo
Emiliano Rigoni,ar ARG,FW,32-296,,1,171.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.2,1.2,0.1,1.3,7.0,2.0,16.0,0.53,0.0,0.53,0.53,0.53,0.61,0.08,0.68,0.61,0.68,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,8.0,São Paulo
Henrique,br BRA,"FW,MF",19-018,,0,43.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5.0,4.0,8.0,0.0,2.09,2.09,0.0,2.09,0.05,1.01,1.06,0.05,1.06,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,3.0,São Paulo
Paulo Sérgio,br BRA,FW,20-194,,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,1.0,São Paulo
Igor,br BRA,DF,18-100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,0.0,São Paulo
Isac,br BRA,DF,19-239,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,0.0,São Paulo
Jandrei,br BRA,GK,32-271,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,0.0,São Paulo
Leandro Mathias,br BRA,GK,21-013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,0.0,São Paulo
Nicolas,br BRA,DF,18-233,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,0.0,São Paulo
Pedrinho,br BRA,MF,18-217,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,0.0,São Paulo
Felipe Preis,br BRA,GK,20-008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,São Paulo,https://fbref.com/en/squads/5f232eb1/Sao-Paulo-Stats,0.0,São Paulo
Tiago Volpi,br BRA,GK,34-343,,31,2790.0,31.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.6,0.0,0.0,0.0,0.0,1.0,1.0,0.06,0.0,0.06,0.0,0.0,0.05,0.0,0.05,0.0,0.0,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,31.0,Grêmio
Marlon,br BRA,DF,28-191,,29,2610.0,29.0,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,1.3,1.3,3.7,5.0,55.0,97.0,108.0,0.03,0.07,0.1,0.03,0.1,0.04,0.13,0.17,0.04,0.17,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,29.0,Grêmio
Dodi,br BRA,MF,29-224,,25,2276.0,25.3,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.6,0.6,0.4,1.0,16.0,60.0,10.0,0.0,0.04,0.04,0.0,0.04,0.02,0.01,0.04,0.02,0.04,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,31.0,Grêmio
Wagner,br BRA,DF,26-127,,24,2189.0,24.3,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.9,1.9,0.8,2.7,6.0,60.0,2.0,0.0,0.08,0.08,0.0,0.08,0.08,0.03,0.11,0.08,0.11,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,27.0,Grêmio
Edenílson,br BRA,MF,35-344,,24,1722.0,19.1,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,4.1,4.1,1.8,5.9,25.0,64.0,52.0,0.16,0.05,0.21,0.16,0.21,0.22,0.09,0.31,0.22,0.31,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,29.0,Grêmio
Walter Kannemann,ar ARG,DF,34-258,,19,1723.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.4,0.4,0.1,0.6,3.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,20.0,Grêmio
Alysson Edward,br BRA,"FW,MF",19-206,,19,1624.0,18.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,3.0,3.0,1.4,4.3,55.0,34.0,123.0,0.06,0.11,0.17,0.06,0.17,0.16,0.07,0.24,0.16,0.24,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,29.0,Grêmio
Martin Braithwaite,dk DEN,FW,34-175,,18,1456.0,16.2,6.0,1.0,7.0,2.0,4.0,4.0,3.0,0.0,6.1,3.0,0.8,3.8,12.0,27.0,57.0,0.37,0.06,0.43,0.12,0.19,0.38,0.05,0.43,0.19,0.24,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,18.0,Grêmio
Cristian Olivera,uy URU,"FW,MF",23-224,,15,1285.0,14.3,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,0.9,3.4,50.0,27.0,93.0,0.14,0.0,0.14,0.14,0.14,0.18,0.06,0.24,0.18,0.24,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,22.0,Grêmio
Erick Noriega,pe PER,"DF,MF",24-036,,14,1184.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.2,0.6,2.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,14.0,Grêmio
Mathías Villasanti,py PAR,MF,28-307,,14,1150.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.3,0.4,15.0,46.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,16.0,Grêmio
Cristian Pavón,ar ARG,"FW,MF",29-310,,13,1247.0,13.9,0.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.1,1.1,4.4,5.6,35.0,39.0,112.0,0.0,0.36,0.36,0.0,0.36,0.08,0.32,0.4,0.08,0.4,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,26.0,Grêmio
Gustavo Martins Santos,br BRA,DF,23-108,,13,1140.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,0.6,1.8,4.0,27.0,5.0,0.08,0.0,0.08,0.08,0.08,0.1,0.05,0.14,0.1,0.14,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,17.0,Grêmio
Francis Amuzu,be BEL,"FW,MF",26-096,,12,1100.0,12.2,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,2.0,2.0,2.1,4.1,48.0,26.0,89.0,0.33,0.16,0.49,0.33,0.49,0.16,0.17,0.34,0.16,0.34,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,21.0,Grêmio
Arthur Melo,br BRA,MF,29-107,,12,992.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.7,0.7,0.6,1.2,25.0,81.0,18.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,12.0,Grêmio
Carlos Vinícius,br BRA,FW,30-247,,11,866.0,9.6,10.0,1.0,11.0,7.0,3.0,3.0,3.0,1.0,5.6,3.2,1.2,4.4,4.0,13.0,49.0,1.04,0.1,1.14,0.73,0.83,0.58,0.12,0.7,0.34,0.46,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,13.0,Grêmio
Franco Cristaldo,ar ARG,"MF,FW",29-104,,10,1134.0,12.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.9,1.9,2.0,4.0,18.0,57.0,60.0,0.0,0.16,0.16,0.0,0.16,0.15,0.16,0.31,0.15,0.31,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,28.0,Grêmio
Marcos Rocha,br BRA,DF,36-351,,10,779.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.9,1.0,20.0,55.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,10.0,Grêmio
Gustavo Cuellar,co COL,MF,33-044,,9,768.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,3.0,33.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,15.0,Grêmio
Jemerson,br BRA,DF,33-095,,8,770.0,8.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.0,0.9,4.0,21.0,2.0,0.12,0.0,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.11,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,9.0,Grêmio
Lucas Esteves,br BRA,DF,25-156,,8,646.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.4,6.0,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,9.0,Grêmio
Camilo,br BRA,"MF,DF",26-277,,6,710.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.2,5.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,15.0,Grêmio
Igor Serrote,br BRA,DF,20-271,,6,512.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,7.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,7.0,Grêmio
João Pedro,br BRA,DF,29-012,,6,454.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,10.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,7.0,Grêmio
Andre Martins,br BRA,FW,23-345,,5,704.0,7.8,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,4.0,4.0,1.5,5.4,8.0,24.0,49.0,0.51,0.26,0.77,0.51,0.77,0.5,0.19,0.69,0.5,0.69,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,23.0,Grêmio
João Lucas,br BRA,DF,27-263,,5,506.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,6.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,10.0,Grêmio
Gabriel Chapecó,br BRA,GK,25-243,,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,5.0,Grêmio
Alex Santana,br BRA,MF,30-198,,4,389.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.0,0.7,6.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,Grêmio,https://fbref.com/en/squads/d5ae3703/Gremio-Stats,8.0,Grêmio
